423.9967479693,409.6134403166,395.7426849776,382.3600301534,369.4147920205,356.893080265,344.8014120525,333.1373012735,321.8898178875,311.0436924045,300.570048558,290.4403311635,280.6347859735,271.151183918,261.9892970166,253.1461651705,244.6147721865,236.3867822616,228.4535168376,220.8029717971,213.4209299605,206.2944399072,199.4119312235,192.7659427132,186.351021571,180.1618625894,174.1930654913,168.4383261213,162.8913240066,157.5459711836,152.395246215,147.4306814411,142.6436568456,138.0266436753,133.5765174594,129.2915904293,125.1703364979,121.2103908239,117.4094742547,113.76341801,110.2650116705,106.9079193361,103.6926225948,100.6217793498,97.6905743514
423.9022775342,409.5518263536,395.6697192819,382.2404174573,369.2768848016,356.7776803789,344.7309251796,333.1105767553,321.8766298798,310.9983051969,300.4711664549,290.2993905972,280.4823212996,271.0127025173,261.8812088496,253.076756138,244.5824126047,236.3813973438,228.4589675531,220.8044129484,213.4113072611,206.2735086099,199.384822635,192.7381995349,186.3261878346,180.1416330887,174.1773840625,168.424909586,162.8753228745,157.5198413007,152.3515033389,147.3667751762,142.5628447751,137.9370719835,133.4861360967,129.2067985396,125.0953324621,121.1452618345,117.349414576,113.7035115592,110.2084241961,106.864844024,103.6663013924,100.603242932,97.6663972047
423.8319964146,409.4284013038,395.5249701104,382.1252984652,369.2168317428,356.7608721884,344.7064620061,333.0283315945,321.7355612207,310.83475242,300.3216119528,290.1865306343,280.4162384331,270.9888360416,261.8836487301,253.0837346025,244.5796318423,236.3648251001,228.4325545262,220.7752483979,213.3842303824,206.2510391312,199.3675034995,192.7245410849,186.3123237505,180.1213674338,174.142779845,168.3708298848,162.8014783211,157.4309818677,152.2554934963,147.2706457972,142.4722633493,137.8559388514,133.415149495,129.1427759685,125.0326838815,121.083277151,117.294660116,113.6643835393,110.1844784587,106.8461705382,103.6410613502,100.561001024,97.605146184
423.6796270967,409.3055393301,395.4656369347,382.1116268603,369.1785997093,356.6478837291,344.5387782602,332.8593861048,321.602996791,310.7571129872,300.2958544839,290.1918416592,280.4240715834,270.9829699811,261.8620872923,253.0541574469,244.5499562977,236.3394579781,228.4130494548,220.7607786913,213.3713270415,206.2337932195,199.3378907161,192.6757712219,186.2423914638,180.0329880127,174.0428831627,168.2668781378,162.6996173049,157.3360052051,152.1704188818,147.1956307516,142.4043296651,137.7899237209,133.3494390562,129.0814874181,124.9841896561,121.051053575,117.2739457034,113.6447729766,110.1557800387,106.7996532521,103.5766236104,100.4919683219,97.5473083314
423.6083149756,409.2911607493,395.4223820538,381.9802766288,368.9955029849,356.479754271,344.4260864113,332.8132650472,321.6040205137,310.7679949967,300.2914406393,290.1687433677,280.3927860975,270.953107337,261.8382622168,253.0371727772,244.537220804,236.3250732344,228.388414618,220.7168043016,213.3040402451,206.1447390242,199.2334423542,192.5642303063,186.1306400502,179.9263777628,173.9452623196,168.1798946509,162.6222644996,157.2646095115,152.1003814127,147.1260941999,142.3390771573,137.7364516085,133.3118262978,129.0573700876,124.9652387818,121.0279895347,117.2381388473,113.5902684712,110.08598717,106.7286772495,103.5176525018,100.4495432134,97.5207547296
423.5739541199,409.1571322109,395.2285750556,381.8100508715,368.8961203466,356.454749629,344.4386554946,332.8175892865,321.585082262,310.736040973,300.2603137446,290.1448960109,280.3769492359,270.9409814252,261.8210570375,253.0029840805,244.4772278938,236.2383031272,228.2805111421,220.5975736083,213.182128604,206.0266839135,199.1239181997,192.4657986086,186.0431991282,179.8473371407,173.8699475784,168.1051475055,162.5488475974,157.1972568871,152.0458939914,147.0873310192,142.3136707867,137.7171171546,133.2902941867,129.0259508827,124.9172185224,120.9622464524,117.1624898426,113.5188627215,110.0283184158,106.6871232544,103.491394628,100.4370129607,97.516070388
423.3732393317,408.9758613434,395.1293361179,381.7945535132,368.9117692778,356.4510959992,344.4102717605,332.7838192358,321.5582786432,310.7191179215,300.2485295881,290.1266461439,280.3363619643,270.8683287174,261.7178197022,252.8792348251,244.3453744259,236.107729745,228.1577699413,220.486626178,213.083767885,205.9388026973,199.041984724,192.3853066288,185.9633566632,179.7710886984,173.8034993935,168.0536350729,162.5129785272,157.173257647,152.0264882523,147.0651877812,142.2820177944,137.6698894269,133.22545548,128.948333392,124.8385633622,120.8935092919,117.1089600721,113.4807986669,110.0047847783,106.6764971923,103.4874861252,100.425247257,97.4820400239
423.25619,408.9576700231,395.1466373143,381.7866856062,368.8790634703,356.4180680592,344.3881109157,332.7713661964,321.5432968122,310.6811657625,300.1723362457,290.0135661134,280.2003937667,270.7253604533,261.5791055041,252.7520037043,244.2327502774,236.008588305,228.0676588534,220.3995287186,212.997222188,205.8547244455,198.9659678117,192.3237375519,185.9184917234,179.7409022956,173.7820909361,168.0337378458,162.4880196411,157.1372554472,151.9743930791,146.995983433,142.2002923857,137.5859352126,133.149596699,128.8864994164,124.7920265696,120.8615689312,117.0905599953,113.4736961214,110.0014097186,106.6623563855,103.4510162705,100.3694295503,97.4204702693
423.2754676875,408.9517067901,395.1123335437,381.754100605,368.8599599929,356.4069542686,344.3640313126,332.7072938999,321.4322833663,310.5379863573,300.0187841887,289.8650721837,280.0662753362,270.6086144069,261.4768043153,252.6570658459,244.1391067116,235.9162274388,227.981605941,220.3276201272,212.9435781385,205.818357158,198.9416227606,192.3037539945,185.8959299815,179.7097110122,173.7369120247,167.9712610689,162.4093777716,157.0484152425,151.8855185609,146.9158871651,142.1340383128,137.5347228339,133.1127903448,128.8631768308,124.780856498,120.8583628492,117.0857035489,113.453261654,109.9585645673,106.6027862807,103.3872406635,100.3129611764,97.3783483912
423.2420957621,408.9177667583,395.0939128161,381.7429529112,368.826187718,356.3198596056,344.2259918791,332.5454160771,321.2708722467,310.3917905912,299.8932149072,289.7564467551,279.9649256591,270.5080291565,261.3791392959,252.5707987104,244.0725904452,235.8707956128,227.9526665142,220.3065793498,212.9220904428,205.7895208368,198.8996209163,192.2442161,185.8184425426,179.6183230937,173.6399847273,167.8786400175,162.3279077413,156.981526515,151.8335122824,146.8780204882,142.109381025,137.5220958613,133.1090954539,128.8612381558,124.7689782415,120.8265004527,117.0329813199,113.3884881888,109.8928573321,106.545999735,103.3447280329,100.2810244392,97.3473646602
