169.7522140512,172.3667277206,175.0385201453,177.8136236519,180.6766353757,183.6237491943,186.6630172316,189.8138438325,193.0290428965,196.4045198278,199.8737986259,203.4629229667,207.1955160428,211.0427268212,215.0680695492,219.2151427605,223.5322705836,228.010208832,232.6935135666,237.5620144428,242.6339021941,247.9404972702,253.4589582999,259.2305639761,265.2815609378,271.6118341085,278.2520681947,285.2254424458,292.5540329472,300.2715301627,308.3935958746,316.9879878449,326.0478390208,335.6898799184,345.8676149747,356.6791036502,368.2114859805,380.4941043171,393.6776403862,407.6816609151,422.8076415779,439.1268939691,456.6593607771,475.5264638909,495.8521973149
169.7607973612,172.375298398,175.0475589977,177.8227417168,180.685811482,183.6329648365,186.6723265432,189.8230190886,193.0388727216,196.4141353195,199.8837464226,203.473273503,207.2058063533,211.0534412136,215.0784447453,219.2258061817,223.5430802155,228.0214700148,232.7047395783,237.5734409259,242.6456060165,247.9521889768,253.4710669561,259.243160531,265.2942931933,271.6249033892,278.265537465,285.2392032436,292.5682532901,300.2860575965,308.4089635833,317.0034168496,326.0641199655,335.7057388704,345.8841731282,356.6964917004,368.2291988373,380.5127974278,393.6953974889,407.7023833234,422.8289460548,439.1474403093,456.6809734017,475.5492342393,495.8766400411
169.769339664,172.3839745495,175.0567215742,177.8318476047,180.6948415281,183.6419927437,186.6815451815,189.8323052045,193.0489662368,196.4239903082,199.8937959971,203.483557154,207.2159090367,211.0638886283,215.0885704725,219.2362861405,223.5538152981,228.0327539626,232.7160467474,237.5849474726,242.657356168,247.9638869883,253.4831486343,259.2557111494,265.3069906567,271.6379715842,278.2790641866,285.2530965242,292.5826660251,300.300800395,308.4245091484,317.0189608933,326.0804293117,335.7215713557,345.9006569442,356.7137894993,368.2468571928,380.5314619894,393.7131530259,407.7229747069,422.8500534768,439.1678742655,456.7026617503,475.5724126832,495.9018335006
169.7780170817,172.3926481843,175.0657248258,177.8407642112,180.7038305279,183.6512035455,186.6910375397,189.84175504,193.0590336389,196.4336706797,199.9035838294,203.4935752634,207.225845969,211.0742883337,215.0987526157,219.2468536507,223.5646166556,228.0440556962,232.7273339555,237.5964125101,242.6690650674,247.975572226,253.4952667302,259.2683636787,265.3198573925,271.6512510462,278.292796144,285.2671499811,292.5971668589,300.3155600692,308.4399998548,317.0344228483,326.0966396604,335.7373502378,345.9171217786,356.731073526,368.2644545543,380.5499770357,393.7307793796,407.7434398417,422.8711621906,439.188466859,456.7246475967,475.5960223044,495.9275378601
169.7865573786,172.4011354761,175.0746959388,177.8498953897,180.7130819686,183.6605124435,186.7004225875,189.850970011,193.068814639,196.4431655322,199.9133223198,203.5036513371,207.2358697181,211.0847404756,215.1089420412,219.2573907726,223.5753755059,228.0553231629,232.7386326195,237.6079549604,242.6809217281,247.9874562648,253.5075977424,259.281197326,265.33284785,271.6645858175,278.3065169279,285.2811445865,292.6115769175,300.3302318589,308.4554190512,317.0498596151,326.1128295024,335.7530864595,345.9334771615,356.7481978473,368.2819223485,380.5684360144,393.7484933171,407.7640605442,422.892465247,439.2091988583,456.7466831542,475.6197522035,495.9535844196
169.7950355628,172.4098289197,175.0839305143,177.8590903128,180.7221793176,183.6695541504,186.7095619597,189.860084134,193.0786304198,196.4527488297,199.9231164623,203.5137246267,207.2458584394,211.0951465664,215.119117772,219.2679693299,223.5862511307,228.0667729669,232.7501450461,237.6196935981,242.6929236932,247.9994207226,253.5199445809,259.2939895345,265.3457647691,271.6778338099,278.3201608411,285.2950942394,292.6259657021,300.3448847183,308.4707668076,317.0651785432,326.1288533196,335.7686954542,345.9497694388,356.7653507283,368.299517061,380.5870792988,393.7664038567,407.7847424618,422.9136803164,439.2297928893,456.7686162471,475.6435758911,495.98003316
169.8037882817,172.4185977684,175.0929927062,177.8680029125,180.7310597835,183.6785520907,186.7187787907,189.8692730895,193.0884566701,196.4622999001,199.9328665943,203.5237805197,207.2559023056,211.105690626,215.1294924641,219.2787598265,223.597300374,228.0783287919,232.76169389,237.6314091985,242.704860647,248.0113051318,253.532213782,259.3067242071,265.3586568589,271.6910715994,278.3337722126,285.3089643583,292.6402194996,300.359380486,308.4859691826,317.0804303949,326.1448917311,335.7844171724,345.9662396759,356.7826974906,368.317243838,380.6057228407,393.7842372626,407.8052296073,422.9346919762,439.2502396412,456.7904991572,475.6676694377,496.007251417
169.8124019116,172.4270916118,175.101837225,177.8768964985,180.7400281412,183.6876048218,186.7279813541,189.8784194665,193.098250893,196.4718943195,199.942753411,203.5340416203,207.266155108,211.11639159,215.1399491331,219.2895590332,223.6083034435,228.0897992232,232.7731561632,237.6430588583,242.7167625613,248.0231804628,253.5444672774,259.319400171,265.3714433534,271.7041651979,278.3472334972,285.3227250329,292.6544279334,300.3739136503,308.5012792762,317.0958546676,326.1611171922,335.8002841875,345.9827560333,356.7999748408,368.3348310498,380.6241850809,393.8019351714,407.8255340332,422.9555741342,439.2707180071,456.8126374124,475.692308661,496.0352435516
169.820783735,172.4355617417,175.1107710269,177.8858328204,180.7489687772,183.6966138251,186.7371853234,189.8876676775,193.1082414412,196.4817039445,199.9528005205,203.5443751941,207.2764041887,211.1270289724,215.1503252325,219.3002809371,223.6192587815,228.1012459863,232.7846057702,237.6546669952,242.7285740713,248.0349278636,253.5565746316,259.3319482895,265.3841601442,271.7172600355,278.3607675106,285.3366242524,292.6688144191,300.3886276664,308.5167103475,317.1113146261,326.1772720359,335.8160302158,345.9991181532,356.817086804,368.3522637785,380.6425024681,393.8195925062,407.8458839809,422.9766427121,439.2914432256,456.8349978427,475.7172300309,496.0636949622
169.8292529508,172.4440795351,175.1196709311,177.8947257641,180.757934699,183.7057664305,186.7466077757,189.8971038131,193.1183296025,196.4915196374,199.9627875446,203.5546168153,207.2865798755,211.1376237306,215.1606920088,219.3109823851,223.6301484864,228.1125679437,232.7959055636,237.6661373737,242.7402946319,248.0466554081,253.5687330345,259.3446111668,265.3970426329,271.730541589,278.3744634336,285.3506186684,292.6832029226,300.403259763,308.5319914293,317.1266137546,326.1932545449,335.8316319167,346.0153486136,356.8341053845,368.369699712,380.6609403236,393.8374819972,407.8664354026,422.9978082,439.3121670352,456.8573081087,475.7422700703,496.0926681513
